drift_type,drift_point,policy_type,error_threshold,window_size,budget,retrain_latency,deploy_latency,overall_accuracy,pre_drift_accuracy,post_drift_accuracy,accuracy_drop,total_retrains,budget_utilization,retrains_before_drift,retrains_after_drift,random_seed
recurring,5000,error_threshold,0.27,200,10,2,1,0.7254,0.7128,0.738,0.0252,10,1.0,10,0,123
recurring,5000,error_threshold,0.27,200,10,2,1,0.8062,0.8202,0.7922,-0.028000000000000025,10,1.0,0,10,456
recurring,5000,error_threshold,0.27,200,10,2,1,0.7915,0.7854,0.7976,0.012199999999999989,10,1.0,10,0,789
recurring,5000,error_threshold,0.27,200,10,2,1,0.8189,0.8108,0.827,0.016199999999999992,0,0.0,0,0,1011
recurring,5000,error_threshold,0.27,200,10,2,1,0.7412,0.7188,0.7636,0.04479999999999995,10,1.0,10,0,1213
recurring,5000,error_threshold,0.27,200,10,2,1,0.767,0.7648,0.7692,0.0043999999999999595,10,1.0,10,0,1415
recurring,5000,error_threshold,0.27,200,10,2,1,0.7824,0.7772,0.7876,0.010399999999999965,10,1.0,10,0,1617
recurring,5000,error_threshold,0.27,200,10,2,1,0.7596,0.7844,0.7348,-0.04959999999999998,10,1.0,10,0,1819
recurring,5000,error_threshold,0.27,200,10,2,1,0.7659,0.7994,0.7324,-0.06699999999999995,10,1.0,10,0,2021
recurring,5000,error_threshold,0.27,200,10,2000,50,0.7602,0.774,0.7464,-0.02760000000000007,4,0.4,2,2,42
recurring,5000,error_threshold,0.27,200,10,2000,50,0.7215,0.7128,0.7302,0.01739999999999997,5,0.5,3,2,123
recurring,5000,error_threshold,0.27,200,10,2000,50,0.8048,0.8202,0.7894,-0.03080000000000005,3,0.3,0,3,456
recurring,5000,error_threshold,0.27,200,10,2000,50,0.7947,0.7934,0.796,0.0026000000000000467,3,0.3,1,2,789
recurring,5000,error_threshold,0.27,200,10,2000,50,0.8189,0.8108,0.827,0.016199999999999992,0,0.0,0,0,1011
recurring,5000,error_threshold,0.27,200,10,2000,50,0.7378,0.7174,0.7582,0.04079999999999995,4,0.4,3,1,1213
